"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Endothelial","log2fold_change","Auc"
"1968","TUBA1B","hurdle",1.87547805961153e-42,0.325964,0.9264329,0.6004689,0.681
"1103","MET","hurdle",3.81946781250786e-76,-3.135067,-1.010314,2.124753,0.681
"216","C10orf128","hurdle",1.05634505129713e-83,-3.143755,-1.019086,2.124669,0.681
"2005","VAT1","hurdle",1.59560123652246e-48,-1.7238563,-0.4388667,1.2849896,0.68
"1882","TMEM109","hurdle",6.93164503376413e-51,-1.4690476,-0.3204095,1.1486381,0.68
"406","CPNE8","hurdle",8.33856403374012e-51,-2.917197,-1.050671,1.866526,0.68
"371","CLEC2B","hurdle",1.89055130015281e-64,-1.0851635,-0.1074752,0.9776883,0.68
"203","BNIP2","hurdle",4.09398669618993e-50,-1.7981578,-0.5192314,1.2789264,0.68
"516","DOCK9","hurdle",4.5507087515721e-61,-2.8375289,-0.9239064,1.9136225,0.679
"1948","TRIOBP","hurdle",1.13642696474425e-65,-2.5075388,-0.7865034,1.7210354,0.678
"1364","PLEKHG1","hurdle",7.69346628078101e-64,-3.028782,-1.0312,1.997582,0.678
"1923","TNS2","hurdle",3.56815585679779e-43,-2.5128513,-0.8242854,1.6885659,0.677
"1723","SNX3","hurdle",1.68264866761685e-42,-0.530787,0.2794835,0.8102705,0.677
"846","HSD17B11","hurdle",3.98963777450524e-44,-1.7469038,-0.4851389,1.2617649,0.677
"719","GALNT18","hurdle",2.96359258396898e-74,-2.9535427,-0.9287235,2.0248192,0.677
"111","AP1S2","hurdle",4.68892503163765e-48,-2.0515477,-0.6306386,1.4209091,0.677
"1777","STC1","hurdle",1.06262265355987e-106,-2.773254,-0.410091,2.363163,0.676
"841","HOXD9","hurdle",2.79056006245542e-80,-3.201926,-1.034214,2.167712,0.676
"1749","SPTAN1","hurdle",8.42534433997297e-39,-1.6000034,-0.4317548,1.1682486,0.675
"1571","RPS6KA2","hurdle",1.6998869009498e-68,-2.988915,-1.056131,1.932784,0.675
"497","DLC1","hurdle",1.01342519047011e-50,-2.3601571,-0.6774708,1.6826863,0.675
"7","ABCD4","hurdle",3.92431511159452e-58,-2.395105,-0.7470867,1.6480183,0.675
"1999","UTRN","hurdle",6.25841442286929e-42,-1.4999831,-0.3172866,1.1826965,0.674
"1976","TXNIP","hurdle",1.28033604109032e-37,0.4854641,1.0905841,0.60512,0.674
"1699","SMAD1","hurdle",1.08677194826358e-67,-2.6487205,-0.8232701,1.8254504,0.674
"1485","RAPGEF3","hurdle",2.86155826511235e-82,-3.1199157,-0.9546874,2.1652283,0.674
"1313","PDLIM5","hurdle",1.16824059408163e-40,-1.1944976,-0.1899013,1.0045963,0.674
"383","CNKSR3","hurdle",1.68677083058954e-97,-3.0079782,-0.8095788,2.1983994,0.674
"1904","TMOD3","hurdle",5.6248247893582e-45,-1.7091246,-0.4719966,1.237128,0.673
"1329","PHACTR2","hurdle",9.43223063226062e-44,-2.0304212,-0.6906003,1.3398209,0.673
"1095","MECOM","hurdle",9.36497199670842e-97,-3.282084,-1.059205,2.222879,0.673
"952","KIAA0355","hurdle",1.62881653626063e-58,-2.6421984,-0.8807772,1.7614212,0.673
"521","DPYSL2","hurdle",2.48165224810497e-42,-2.319591,-0.79453,1.525061,0.673
"1066","MAP1LC3B","hurdle",1.04489754321654e-40,-0.6415025,0.1983754,0.8398779,0.672
"1693","SLCO2A1","hurdle",9.55938789102559e-98,-3.177942,-0.820498,2.357444,0.671
"419","CRYBG3","hurdle",1.59463194633589e-59,-2.9111737,-0.9232545,1.9879192,0.671
"411","CPXM2","hurdle",7.99113844227535e-62,-3.028944,-1.021053,2.007891,0.671
"1969","TUBB6","hurdle",6.10541472281917e-37,-2.2721375,-0.8164313,1.4557062,0.67
"1819","TAP1","hurdle",1.3985526382096e-37,-1.6428281,-0.4803467,1.1624814,0.67
"1445","PTMS","hurdle",1.97597716975887e-39,-0.3027104,0.4210162,0.7237266,0.67
"950","KDR","hurdle",2.63942755629564e-83,-3.268467,-1.046645,2.221822,0.67
"910","IPO11","hurdle",6.74833941390626e-63,-2.8295831,-0.9797589,1.8498242,0.67
"2018","WARS","hurdle",3.09479863605761e-51,-2.3098291,-0.7050063,1.6048228,0.669
"1653","SHISA5","hurdle",1.1776468089493e-40,-1.243672,-0.2197235,1.0239485,0.669
"1024","LMO2","hurdle",1.90043092188833e-75,-3.170117,-1.076762,2.093355,0.669
"954","KIAA1462","hurdle",3.40632834802298e-79,-3.143644,-1.023765,2.119879,0.669
"30","ACTN4","hurdle",1.92632060112313e-41,-0.9112554,-0.02573954,0.88551586,0.669
"310","CD81","hurdle",8.5990657563447e-42,-1.01206727,0.01569541,1.02776268,0.668
"1412","PPP3CA","hurdle",2.39182304207116e-45,-2.140732,-0.7013618,1.4393702,0.667
"656","FDPS","hurdle",1.97169317934912e-38,-1.2631142,-0.2516932,1.011421,0.667
"499","DLL4","hurdle",1.50653342096161e-81,-3.2004789,-0.9686765,2.2318024,0.667
"1845","TEK","hurdle",7.97917390963474e-89,-3.299641,-1.125777,2.173864,0.666
"1781","STMN1","hurdle",8.49286952385825e-39,-1.353704,-0.1797486,1.1739554,0.666
"1315","PEA15","hurdle",5.30693919996631e-37,-1.226597,-0.2387376,0.9878594,0.666
"1105","MFNG","hurdle",1.86130794860545e-52,-2.853557,-1.099835,1.753722,0.666
"974","KLF9","hurdle",9.97146925709404e-36,-1.5022684,-0.3876726,1.1145958,0.666
"374","CLIC4","hurdle",5.70008254066923e-36,-1.9723933,-0.5952937,1.3770996,0.666
"131","ARHGAP31","hurdle",7.85050072509591e-71,-3.147349,-1.136466,2.010883,0.666
"1611","SELP","hurdle",1.36839981578357e-106,-3.2392222,-0.9378534,2.3013688,0.665
"1360","PLEC","hurdle",1.63862395952866e-33,-1.6127163,-0.4297628,1.1829535,0.665
"675","FLI1","hurdle",1.44535649025156e-48,-2.657935,-1.048389,1.609546,0.665
"367","CLDN15","hurdle",1.03543395621891e-62,-2.5939741,-0.8039611,1.790013,0.665
"159","ASS1","hurdle",2.88994204981485e-54,-2.1635391,-0.5617022,1.6018369,0.665
"2033","XAF1","hurdle",6.08233620789646e-42,-1.9353675,-0.6125675,1.3228,0.664
"1335","PIK3C2A","hurdle",7.18916623564988e-49,-2.2601533,-0.7745763,1.485577,0.664
"248","CALD1","hurdle",1.35107273831602e-116,-0.3956962,0.3132433,0.7089395,0.664
"1917","TNFSF10","hurdle",1.87978381617497e-36,-0.6961715,0.138928,0.8350995,0.663
"1756","SRSF4","hurdle",3.09419271059615e-37,-1.5181462,-0.4609025,1.0572437,0.663
"800","HBEGF","hurdle",1.02632059720867e-41,-2.2555204,-0.7162639,1.5392565,0.663
"427","CSRP2","hurdle",8.25587295598603e-48,-1.788631,-0.4673495,1.3212815,0.663
"392","COL18A1","hurdle",4.79370484694265e-48,-1.6202586,-0.4734268,1.1468318,0.663
"1977","UACA","hurdle",5.96844658008059e-38,-1.9499101,-0.6199644,1.3299457,0.662
"1169","MYO1E","hurdle",2.68025377864475e-56,-2.4331417,-0.7305339,1.7026078,0.662
"1119","MKL2","hurdle",7.1668078721516e-39,-2.0679134,-0.7298755,1.3380379,0.662
"1011","LIMS1","hurdle",1.87938836497187e-43,-1.5004127,-0.4109431,1.0894696,0.662
"281","CCDC69","hurdle",3.39164258840753e-58,-2.725159,-1.037997,1.687162,0.662
"1625","SERPINB6","hurdle",2.26154325469395e-37,-1.552425,-0.484095,1.06833,0.661
"828","HLA-F","hurdle",2.72860248047583e-32,-1.3821278,-0.3853248,0.996803,0.661
"464","DAB2","hurdle",1.32940404791299e-34,-2.0768666,-0.7438382,1.3330284,0.661
"312","CD99","hurdle",1.60754528585485e-38,-0.06543227,0.56096895,0.62640122,0.661
"1593","SASH1","hurdle",9.04764758503509e-44,-2.3589641,-0.8875277,1.4714364,0.66
"1508","RBPMS","hurdle",1.3749904209832e-42,-1.5539959,-0.4465289,1.107467,0.66
"1081","MARCKSL1","hurdle",1.08768213537546e-34,-0.3182153,0.4334673,0.7516826,0.66
"972","KLF7","hurdle",9.55280440616514e-41,-2.5122607,-0.9188623,1.5933984,0.66
"840","HOXD8","hurdle",5.74652505438287e-54,-3.042101,-1.163291,1.87881,0.66
"802","HDAC7","hurdle",2.67596405354091e-39,-2.2582602,-0.8614826,1.3967776,0.66
"428","CST3","hurdle",9.73549820754533e-43,0.7345198,1.292522,0.5580022,0.66
"147","ARPC1B","hurdle",1.18042669155536e-39,-0.78215469,0.07953598,0.86169067,0.66
"2050","ZEB1","hurdle",2.97458806236674e-38,-2.2409108,-0.8021149,1.4387959,0.659
"1805","SYNPO","hurdle",5.34335359794961e-54,-2.873183,-1.02495,1.848233,0.659
"1474","RALB","hurdle",1.1777183805279e-41,-2.2856415,-0.8636147,1.4220268,0.658
"922","ITGB4","hurdle",3.3204672483704e-44,-2.5162937,-0.9189684,1.5973253,0.658
"1703","SMAGP","hurdle",2.95596704226321e-59,-2.73431,-1.068043,1.666267,0.657
"899","IL6","hurdle",2.67152260718082e-69,-2.8401553,-0.7197531,2.1204022,0.657
"810","HIF1A","hurdle",2.05593901136804e-37,-1.7332734,-0.5318639,1.2014095,0.657
"418","CRTAP","hurdle",2.44131643983251e-34,-1.0877787,-0.1957877,0.891991,0.657
"2009","VGLL4","hurdle",2.62047451337243e-34,-1.5716793,-0.4827285,1.0889508,0.656
"1692","SLC9A3R2","hurdle",7.16420163254032e-88,-1.9558439,-0.1849941,1.7708498,0.656
"1652","SHE","hurdle",1.28587526973618e-68,-3.270888,-1.240698,2.03019,0.656
"1462","PXN","hurdle",2.06551698828407e-43,-2.5350962,-0.9829728,1.5521234,0.656
"1293","PCDH17","hurdle",8.79334539843884e-77,-3.2281607,-0.9539532,2.2742075,0.656
"1182","NASP","hurdle",2.72261188359644e-39,-1.1412622,-0.2594047,0.8818575,0.656
"1005","LHFP","hurdle",6.77971575941631e-52,-1.3907083,-0.4230496,0.9676587,0.656
"741","GJA1","hurdle",2.63391287539646e-39,-1.5992526,-0.4357651,1.1634875,0.656
"693","FOSL2","hurdle",1.72537951844694e-32,-1.4196142,-0.3745946,1.0450196,0.656
"527","DUSP6","hurdle",2.73575968935786e-41,-2.156138,-0.6921904,1.4639476,0.656
"1889","TMEM2","hurdle",3.19388489515733e-39,-1.5136708,-0.4286497,1.0850211,0.655
"989","LAMB1","hurdle",3.26909643923647e-42,-2.5596926,-0.9741036,1.585589,0.655
"386","CNRIP1","hurdle",4.41807770622783e-33,-2.764048,-1.162421,1.601627,0.655
"702","FRY","hurdle",2.79532646107225e-40,-2.762903,-1.129413,1.63349,0.654
"13","ABL2","hurdle",2.93773265636493e-47,-2.2259146,-0.6867684,1.5391462,0.654
"1395","PPARG","hurdle",2.78113709391032e-44,-2.924347,-1.143984,1.780363,0.653
"645","FBLN2","hurdle",1.36579590323913e-51,-2.245515,-0.655677,1.589838,0.653
"579","ENTPD1","hurdle",1.90084537743518e-43,-2.440265,-0.872223,1.568042,0.653
"568","ELOVL1","hurdle",1.02705421045534e-37,-1.9438544,-0.7227605,1.2210939,0.653
"530","DYNC1LI2","hurdle",2.75557148290293e-37,-1.6628645,-0.5753797,1.0874848,0.653
"512","DOC2B","hurdle",1.19427571533419e-64,-3.212293,-1.302488,1.909805,0.653
"342","CEP68","hurdle",5.28854328099881e-40,-2.55069,-1.044511,1.506179,0.653
"217","C10orf54","hurdle",3.6834777674109e-32,-1.8260587,-0.6403089,1.1857498,0.653
"1697","SLFN5","hurdle",2.22019180390446e-40,-1.9956151,-0.8155272,1.1800879,0.652
"727","GBP4","hurdle",8.80563929068054e-32,-2.339303,-0.8800113,1.4592917,0.652
"2","A4GALT","hurdle",1.61442792551453e-40,-2.738184,-1.164332,1.573852,0.652
"1101","MEOX2","hurdle",2.44499114340627e-50,-2.970322,-1.166624,1.803698,0.651
"662","FGD5","hurdle",1.17967637712586e-54,-3.181664,-1.299771,1.881893,0.651
"1924","TNXB","hurdle",2.3719083131744e-39,-2.662644,-1.115175,1.547469,0.65
"1768","STAB1","hurdle",7.59454959718103e-53,-2.983368,-1.147811,1.835557,0.65
"1689","SLC44A2","hurdle",1.70758217295916e-38,-1.9670014,-0.7053508,1.2616506,0.65
"1607","SEC11A","hurdle",3.71831385136077e-28,-0.2748609,0.3223296,0.5971905,0.65
"113","AP2M1","hurdle",2.49236210012677e-32,-0.68486439,0.02906878,0.71393317,0.65
"1915","TNFRSF1B","hurdle",2.67248021936537e-37,-1.9816247,-0.8852928,1.0963319,0.649
"1386","PMP22","hurdle",1.81829657225835e-30,-1.3705338,-0.4123117,0.9582221,0.649
"895","IL1R1","hurdle",1.73895095921477e-47,-2.607341,-0.961717,1.645624,0.649
"809","HHEX","hurdle",8.73988252049731e-51,-3.010404,-1.223262,1.787142,0.649
"400","COX7A1","hurdle",1.22114249306148e-27,-2.1321009,-0.8541258,1.2779751,0.649
"1610","SELE","hurdle",2.46165260770711e-102,-3.2390358,-0.7685902,2.4704456,0.648
"94","ANGPT2","hurdle",7.59858874135385e-49,-2.4937907,-0.7791746,1.7146161,0.648
"74","AHR","hurdle",7.94628548335369e-27,-1.816061,-0.718712,1.097349,0.648
"1746","SPNS2","hurdle",5.96002337255896e-52,-3.061454,-1.279189,1.782265,0.647
"1631","SERTAD1","hurdle",1.75273720665872e-30,-0.2197626,0.4494022,0.6691648,0.647
"852","HSPA12B","hurdle",1.11396868669469e-58,-3.193977,-1.308085,1.885892,0.647
"379","CLU","hurdle",1.41976739631757e-28,-0.1835246,0.6124422,0.7959668,0.647
"258","CAPNS1","hurdle",5.31242895278436e-39,-1.5937907,-0.5528249,1.0409658,0.647
"220","C19orf43","hurdle",6.26234624629364e-29,-0.3429945,0.2697527,0.6127472,0.647
"1721","SNTB2","hurdle",3.24798691226999e-37,-2.3920768,-0.9781183,1.4139585,0.646
"1655","SHROOM4","hurdle",6.05182056746018e-53,-3.251308,-1.340247,1.911061,0.646
"1581","RSU1","hurdle",3.45933234629596e-26,-1.7585266,-0.6722445,1.0862821,0.646
"1377","PLPP3","hurdle",5.2701851502643e-34,-1.9602907,-0.6880318,1.2722589,0.646
"1077","MAPK3","hurdle",8.81261063647864e-38,-2.2161814,-0.9100171,1.3061643,0.646
"1028","LPCAT4","hurdle",4.5532686197437e-51,-2.68866,-1.053546,1.635114,0.646
"991","LAMC1","hurdle",2.61880174766745e-28,-2.318668,-0.9655975,1.3530705,0.646
"1600","SCARF1","hurdle",3.44850920646978e-57,-3.238949,-1.382388,1.856561,0.645
"1204","NFKBIZ","hurdle",3.55769847912869e-33,-0.7664719,0.0840891,0.850561,0.645
"1008","LIMA1","hurdle",1.24658034428584e-27,-1.3527167,-0.4479975,0.9047192,0.645
"988","LAMA5","hurdle",1.42363134072834e-40,-2.556081,-1.024761,1.53132,0.645
"729","GFOD2","hurdle",4.24750415292262e-42,-2.743071,-1.141489,1.601582,0.645
"696","FOXP1","hurdle",8.57323396756047e-31,-0.78315077,-0.05391559,0.72923518,0.645
"109","ANXA5","hurdle",1.0034019943183e-33,-0.5335774,0.1562198,0.6897972,0.645
"53","ADGRG1","hurdle",9.51177410546742e-45,-2.766887,-1.139308,1.627579,0.645
"1952","TSC22D1","hurdle",2.65512326393214e-27,-0.09700934,0.53278405,0.62979339,0.644
"1905","TMTC1","hurdle",7.63057514798158e-45,-2.91896,-1.235314,1.683646,0.644
"1642","SH2D3C","hurdle",5.81312312972022e-46,-3.02597,-1.254517,1.771453,0.644
"1605","SDF4","hurdle",2.53408857613563e-25,-1.1042517,-0.2620446,0.8422071,0.644
"1504","RBMS2","hurdle",5.36447259590615e-43,-2.884705,-1.273335,1.61137,0.644
"1023","LMNA","hurdle",5.38667178985336e-38,0.6167982,1.1193181,0.5025199,0.644
"936","JMJD1C","hurdle",1.30778925142844e-23,-0.947162,-0.137839,0.809323,0.644
"747","GLTSCR2","hurdle",1.67271646203875e-30,-0.08277509,0.50582982,0.58860491,0.644
"731","GIMAP1","hurdle",1.43748044656011e-45,-2.916465,-1.141826,1.774639,0.644
"347","CFH","hurdle",4.43011937854218e-41,-2.235953,-0.851144,1.384809,0.644
"1487","RAPGEF5","hurdle",1.94393681913191e-57,-2.945834,-1.072623,1.873211,0.643
"1424","PRMT1","hurdle",3.88478362074471e-33,-1.1834073,-0.2889433,0.894464,0.643
"1222","NOTCH1","hurdle",5.76727988434341e-36,-2.805859,-1.180493,1.625366,0.643
"983","KTN1","hurdle",7.20870917062126e-29,-0.2769028,0.3244611,0.6013639,0.643
"798","HAPLN3","hurdle",1.02083925715797e-46,-2.551968,-1.027252,1.524716,0.643
"587","EPHX1","hurdle",1.53342860943145e-30,-1.3397967,-0.3765126,0.9632841,0.643
"57","ADIRF","hurdle",6.02615098048246e-32,0.03743354,0.7291111,0.69167756,0.643
"1433","PRSS23","hurdle",3.63362346822093e-39,-0.77912436,-0.04100166,0.7381227,0.642
"934","JAK1","hurdle",1.75365504901198e-28,-0.7587928,-0.0588825,0.6999103,0.642
"812","HIP1","hurdle",7.99292030191767e-36,-2.261299,-0.948636,1.312663,0.642
"691","FNIP2","hurdle",2.6170688822767e-31,-2.428393,-1.050082,1.378311,0.642
"1647","SH3GLB1","hurdle",4.24676843203789e-28,-1.3164561,-0.4484501,0.868006,0.641
"1239","NRP2","hurdle",3.15857071815166e-48,-2.6550752,-0.9483387,1.7067365,0.641
"1195","NES","hurdle",7.10207779214468e-45,-2.726546,-1.041145,1.685401,0.641
"1073","MAP4K4","hurdle",2.32755035101237e-27,-2.2085552,-0.9421446,1.2664106,0.641
"674","FKBP9","hurdle",8.73809220865846e-31,-2.1876896,-0.9253763,1.2623133,0.641
"585","EPHA4","hurdle",1.41593647598559e-49,-2.872635,-1.207288,1.665347,0.641
"224","C1orf54","hurdle",8.86391652462861e-32,-2.469964,-1.043908,1.426056,0.641
"1385","PML","hurdle",4.00920587358678e-34,-2.393267,-1.019518,1.373749,0.64
"931","IVNS1ABP","hurdle",3.62405410714906e-31,-1.532483,-0.4359573,1.0965257,0.64
"880","IFNGR1","hurdle",6.05648610714515e-28,-1.4586097,-0.4990308,0.9595789,0.64
"705","FSTL1","hurdle",9.80533493398558e-36,-1.9898379,-0.8880504,1.1017875,0.64
"679","FLNB","hurdle",5.57381579604353e-30,-1.6144473,-0.6141462,1.0003011,0.64
"2041","YWHAH","hurdle",2.82342753617185e-28,-1.0594583,-0.2189785,0.8404798,0.639
"1734","SOX7","hurdle",3.13381849583395e-66,-3.269015,-1.351092,1.917923,0.639
"1228","NPR1","hurdle",9.62759659801415e-55,-3.280335,-1.434901,1.845434,0.639
"1210","NKTR","hurdle",2.731231479944e-26,-0.9977848,-0.2034282,0.7943566,0.639
"1060","MAGI1","hurdle",9.53009296478553e-47,-2.504564,-1.041708,1.462856,0.639
"1503","RBMS1","hurdle",3.07608646271603e-29,-1.4962644,-0.5723462,0.9239182,0.638
"912","IRF1","hurdle",1.22365248371976e-25,-0.1596039,0.4777224,0.6373263,0.638
"900","IL6ST","hurdle",3.59303254701926e-26,-0.58995821,0.08478678,0.67474499,0.638
"842","HPCAL1","hurdle",7.21542787476914e-28,-2.2476631,-0.9842492,1.2634139,0.638
"736","GIMAP8","hurdle",1.68816583925835e-51,-3.155663,-1.375022,1.780641,0.638
"638","FAM65A","hurdle",1.9852655895962e-38,-2.770383,-1.216714,1.553669,0.638
"389","CNTNAP3B","hurdle",7.67969017112737e-51,-3.217819,-1.351834,1.865985,0.638
"1775","STAT3","hurdle",9.54303881299067e-28,-0.2573081,0.3127577,0.5700658,0.637
"1656","SIGIRR","hurdle",1.46388325081336e-26,-1.3113526,-0.4640007,0.8473519,0.637
"1154","MX1","hurdle",1.28127015228214e-33,-1.8770581,-0.6414671,1.235591,0.637
"766","GNG5","hurdle",2.65346472073713e-24,-0.02223827,0.49235013,0.5145884,0.637
"658","FERMT2","hurdle",7.95976446308911e-21,-2.1176669,-0.9813191,1.1363478,0.637
"619","FAM110D","hurdle",5.26882488668734e-73,-3.281251,-1.29563,1.985621,0.637
"2040","YWHAE","hurdle",1.57847725739449e-25,-0.2410181,0.3060184,0.5470365,0.636
"1106","MGAT1","hurdle",2.41843929985482e-22,-1.6922724,-0.7066456,0.9856268,0.636
"1082","MAST4","hurdle",6.70351801679711e-31,-1.9908997,-0.7723184,1.2185813,0.636
"888","IKBIP","hurdle",1.85768198630006e-28,-2.47232,-1.145451,1.326869,0.636
"881","IGF2","hurdle",3.29605959133619e-44,-2.0390065,-0.5918869,1.4471196,0.636
"768","GNS","hurdle",3.03847662842203e-28,-2.0975801,-0.8791595,1.2184206,0.636
"703","FRYL","hurdle",1.5118627671512e-28,-2.0887084,-0.8608175,1.2278909,0.636
"634","FAM198B","hurdle",2.34542761395316e-40,-2.118437,-0.809101,1.309336,0.636
"370","CLEC1A","hurdle",2.85558025840805e-55,-3.274898,-1.485951,1.788947,0.636
"2001","VAMP3","hurdle",2.64818583894095e-28,-1.746913,-0.742548,1.004365,0.635
"1500","RBM17","hurdle",3.4606330305221e-24,-1.2199679,-0.3927177,0.8272502,0.635
"870","IFI6","hurdle",6.83649917322128e-30,-0.62300356,0.03540511,0.65840867,0.635
"851","HSP90B1","hurdle",3.83442666263667e-26,0.07550742,0.59274073,0.51723331,0.635
"1870","TLL1","hurdle",6.78647429627587e-74,-3.253289,-1.305433,1.947856,0.634
"1490","RASA4","hurdle",4.91471881690261e-50,-3.017352,-1.250995,1.766357,0.634
"1464","QKI","hurdle",3.31988525455191e-23,-2.1037348,-0.9458132,1.1579216,0.634
"1037","LRRC32","hurdle",2.42342451954855e-39,-2.682294,-1.148088,1.534206,0.634
"771","GPIHBP1","hurdle",1.83350205540157e-75,-3.262547,-1.231257,2.03129,0.634
"459","CYSTM1","hurdle",1.83980086882051e-27,-0.8486563,-0.1555582,0.6930981,0.634
"1987","UGCG","hurdle",2.23409621545328e-24,-1.280752,-0.391624,0.889128,0.633
"1639","SGK1","hurdle",3.6389144783178e-29,-1.4998371,-0.4949811,1.004856,0.633
"1300","PDE2A","hurdle",1.70510123001593e-55,-3.261833,-1.471515,1.790318,0.633
"1200","NFIA","hurdle",4.96547891574689e-22,-1.2301409,-0.4149973,0.8151436,0.633
"1086","MCAM","hurdle",5.92227126880613e-33,-1.9849865,-0.8710617,1.1139248,0.633
"682","FLOT2","hurdle",3.11233365726906e-18,-2.236313,-1.070381,1.165932,0.633
"635","FAM213A","hurdle",2.57808862447063e-27,-1.512073,-0.586711,0.925362,0.633
"474","DDIT4","hurdle",3.67964230853378e-25,-0.4015198,0.310291,0.7118108,0.633
"1880","TMCC3","hurdle",4.78199434430624e-45,-3.110259,-1.423701,1.686558,0.632
"1744","SPHK1","hurdle",9.67272775716883e-39,-2.714074,-1.173194,1.54088,0.632
"1736","SPAG9","hurdle",8.41301341938374e-31,-1.7335833,-0.7176609,1.0159224,0.632
"1733","SOX18","hurdle",2.53521439359321e-76,-3.276261,-1.137849,2.138412,0.632
"1712","SNAI1","hurdle",5.65571582771506e-35,-2.619248,-1.075321,1.543927,0.632
"884","IGFBP3","hurdle",9.15652288429061e-62,-2.4718908,-0.3341054,2.1377854,0.632
"787","GSTO1","hurdle",3.15184093447909e-22,-1.3446112,-0.4811549,0.8634563,0.632
"678","FLNA","hurdle",2.08488977618816e-30,-0.9033178,-0.2100293,0.6932885,0.632
"145","ARL2BP","hurdle",9.50947753788339e-26,-1.698261,-0.717705,0.980556,0.632
"108","ANXA4","hurdle",1.82096154578844e-25,-1.530494,-0.626518,0.903976,0.632
"1378","PLS3","hurdle",1.69421424569196e-20,-2.1594494,-0.9441867,1.2152627,0.631
"1333","PICALM","hurdle",3.06137898595456e-25,-2.0199922,-0.8806029,1.1393893,0.631
"1127","MMP28","hurdle",8.54905042225935e-57,-3.249104,-1.46115,1.787954,0.631
"1100","MEOX1","hurdle",1.4970514652078e-74,-3.26573,-1.309692,1.956038,0.631
"869","IFI44L","hurdle",4.33783675108174e-35,-1.7319638,-0.6018574,1.1301064,0.631
"586","EPHB4","hurdle",2.73585513104398e-39,-2.678849,-1.190396,1.488453,0.631
"437","CTNNAL1","hurdle",9.42569818260148e-32,-2.516301,-1.144767,1.371534,0.631
"2029","WNK1","hurdle",9.44069267983077e-24,-1.456649,-0.625457,0.831192,0.63
"1027","LPCAT2","hurdle",1.29206660018792e-35,-2.9204,-1.317127,1.603273,0.63
"993","LAPTM4B","hurdle",6.84754562979523e-28,-2.353844,-1.0846,1.269244,0.63
"694","FOXC1","hurdle",3.48466120129905e-42,-3.043157,-1.392647,1.65051,0.63
"264","CARHSP1","hurdle",1.44717649766047e-29,-1.506782,-0.580907,0.925875,0.63
"233","C4orf32","hurdle",1.86758848621379e-24,-1.7628115,-0.7535443,1.0092672,0.63
"1615","SEMA6A","hurdle",8.4961847899776e-48,-2.928831,-1.268993,1.659838,0.629
"1356","PLCB4","hurdle",9.39355025283053e-42,-2.921168,-1.320088,1.60108,0.629
"1338","PIM3","hurdle",6.25476273405399e-27,-0.917847,-0.1309147,0.7869323,0.629
"1319","PEF1","hurdle",8.08179377686224e-26,-1.8153723,-0.8403975,0.9749748,0.629
"1264","ODC1","hurdle",2.15041824605725e-27,-1.8173529,-0.8031744,1.0141785,0.629
"1219","NOS3","hurdle",5.43450483318642e-55,-3.240548,-1.421312,1.819236,0.629
"1057","MACF1","hurdle",3.44667952591653e-21,-1.3324096,-0.4878731,0.8445365,0.629
"758","GNAS","hurdle",1.79727943988039e-22,-0.06484287,0.46892338,0.53376625,0.629
"722","GAS6","hurdle",3.78194927189453e-22,-1.8128036,-0.7157557,1.0970479,0.629
"533","EBF1","hurdle",2.29690775881454e-22,-2.285953,-1.116538,1.169415,0.629
"414","CRIM1","hurdle",2.95242857255515e-27,-2.03062,-0.890218,1.140402,0.629
"260","CAPZB","hurdle",3.76305568887355e-28,-0.56757873,0.03485165,0.60243038,0.629
"1726","SOD2","hurdle",7.9054665057636e-26,-0.81548595,-0.06005599,0.75542996,0.628
"1621","SEPT10","hurdle",5.39781872984846e-28,-2.1574557,-0.9959207,1.161535,0.628
"1400","PPM1F","hurdle",4.50250623595488e-39,-2.975985,-1.40337,1.572615,0.628
"1050","LY96","hurdle",3.26773973346321e-22,-2.199395,-1.119094,1.080301,0.628
"929","ITPRIP","hurdle",3.2928610443564e-29,-2.650426,-1.229626,1.4208,0.628
"750","GMFG","hurdle",1.70475881953054e-47,-1.0389224,-0.3545032,0.6844192,0.628
"309","CD79B","hurdle",1.71803282565466e-24,-2.929955,-1.491387,1.438568,0.628
"184","BAZ2B","hurdle",2.63843707849074e-26,-1.8874469,-0.8253697,1.0620772,0.628
"64","AFAP1L1","hurdle",4.13684812229825e-63,-3.28681,-1.443029,1.843781,0.628
"1878","TMBIM1","hurdle",4.85892459153419e-22,-1.795513,-0.8108215,0.9846915,0.627
"1130","MOB2","hurdle",4.02252734972306e-19,-1.903423,-0.880723,1.0227,0.627
"1072","MAP4","hurdle",5.79105333097397e-21,-1.5417115,-0.6456178,0.8960937,0.627
"777","GPRC5B","hurdle",1.14749958373349e-31,-2.869993,-1.378882,1.491111,0.627
"761","GNB2","hurdle",9.53298191200241e-21,-0.58247053,0.03132014,0.61379067,0.627
"213","BTNL9","hurdle",3.16268605768576e-85,-3.2176222,-0.9288345,2.2887877,0.627
"187","BCAP31","hurdle",1.15139261746557e-18,-0.50387349,0.05779194,0.56166543,0.627
"82","AKAP13","hurdle",7.02586151531344e-25,-1.0133055,-0.2994793,0.7138262,0.627
"2030","WSB1","hurdle",7.51195928622522e-29,-0.1278422,0.3849136,0.5127558,0.626
"2021","WBP5","hurdle",2.79807044571006e-26,-1.7931009,-0.8093824,0.9837185,0.626
