"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Cancer_Epithelial","log2fold_change","Auc"
"1425","MARCKSL1","hurdle",1.11365253403314e-100,-0.5586996,0.3959582,0.9546578,0.7
"2225","SCAND1","hurdle",3.25008572986786e-95,-0.86588784,0.09022998,0.95611782,0.699
"1667","NDUFV2","hurdle",9.91102075189574e-83,-0.5617205,0.289431,0.8511515,0.699
"1622","NBEAL1","hurdle",5.99427665176914e-69,-0.2936551,0.5343351,0.8279902,0.699
"381","CAPN8","hurdle",1.10856477073264e-139,-3.1744229,-0.8702331,2.3041898,0.699
"308","C19orf24","hurdle",9.00365655638835e-83,-1.7167637,-0.4985214,1.2182423,0.699
"2068","RAC3","hurdle",5.20990178882747e-121,-3.02093,-0.961061,2.059869,0.698
"1422","MAPT","hurdle",1.18794100459632e-112,-2.9786459,-0.9202523,2.0583936,0.698
"1321","LAMTOR4","hurdle",2.68177411585282e-94,-0.4508378,0.3633063,0.8141441,0.698
"1280","KIAA1324","hurdle",1.74817737226992e-66,-2.5796264,-0.9265479,1.6530785,0.698
"1131","HMG20B","hurdle",2.14974236353175e-69,-1.7691673,-0.5156637,1.2535036,0.698
"620","CTD-2015H6.3","hurdle",1.38847116019359e-92,-2.957296,-1.055335,1.901961,0.698
"227","BAMBI","hurdle",1.34465351968976e-94,-2.3883102,-0.5910263,1.7972839,0.698
"134","ARF5","hurdle",1.45401013925475e-60,-0.747949,0.1883864,0.9363354,0.698
"2749","TTC39A","hurdle",8.22285437994753e-89,-2.9093496,-0.9374766,1.971873,0.697
"1769","OXLD1","hurdle",3.48372608095832e-94,-2.3956817,-0.7982931,1.5973886,0.697
"586","CPNE3","hurdle",2.22978995592505e-66,-1.4391833,-0.3184495,1.1207338,0.697
"2326","SLC25A39","hurdle",1.82853960408137e-67,-1.5159703,-0.4208263,1.095144,0.696
"1917","POLR2J","hurdle",7.26831164239214e-73,-1.6691979,-0.4489154,1.2202825,0.696
"1818","PEBP1","hurdle",2.76680487205457e-105,-0.108975,0.6560069,0.7649819,0.696
"2436","SPTSSA","hurdle",5.3160823522385e-68,-1.5070811,-0.2719643,1.2351168,0.695
"2292","SH3YL1","hurdle",2.72178562502549e-65,-2.07494,-0.740771,1.334169,0.695
"1709","NQO1","hurdle",1.18909228351035e-81,-2.1522996,-0.6581777,1.4941219,0.695
"1437","MDH2","hurdle",1.91627263777161e-75,-0.90228382,0.05973204,0.96201586,0.695
"1098","HEBP2","hurdle",1.38825518878609e-70,-1.7994216,-0.5059783,1.2934433,0.695
"1063","GSTM3","hurdle",4.08460306607488e-98,-1.7105942,-0.1777811,1.5328131,0.695
"979","GAMT","hurdle",9.51016720578999e-68,-2.3179933,-0.7791743,1.538819,0.695
"718","DNAJC19","hurdle",3.92059199246986e-64,-1.4451976,-0.3332909,1.1119067,0.695
"556","COMTD1","hurdle",3.5468936701615e-69,-2.2569348,-0.7265869,1.5303479,0.695
"306","C17orf89","hurdle",7.05373858949646e-77,-1.621949,-0.407821,1.214128,0.695
"2756","TUFM","hurdle",2.82006870569672e-85,-0.6495375,0.2165456,0.8660831,0.694
"2717","TRIB1","hurdle",6.76515755645737e-82,-2.069183,-0.521413,1.54777,0.694
"259","BNIP3","hurdle",8.2826932015885e-53,-1.9142,-0.6137494,1.3004506,0.694
"2382","SMIM19","hurdle",9.03667659567382e-66,-1.6948152,-0.4999192,1.194896,0.693
"2212","S100A16","hurdle",3.44589350045442e-98,-1.1626508,0.1341188,1.2967696,0.693
"1946","PPP1R35","hurdle",2.02884861832359e-77,-2.5212156,-0.9055455,1.6156701,0.693
"1654","NDUFB4","hurdle",7.60577621612896e-85,-0.317399,0.4708831,0.7882821,0.693
"1198","IFT22","hurdle",2.1637020741773e-57,-2.3595199,-0.8805364,1.4789835,0.693
"273","BRK1","hurdle",2.33410182670715e-78,-0.0286169,0.6798318,0.7084487,0.693
"1208","IGSF8","hurdle",1.949826378345e-53,-2.3242445,-0.8662204,1.4580241,0.692
"44","ACSL3","hurdle",3.84208830274339e-68,-1.9093483,-0.6226293,1.286719,0.692
"2688","TOM1L1","hurdle",7.48687361572929e-83,-2.978408,-1.107968,1.87044,0.691
"2535","TCEA1","hurdle",3.73123336457325e-80,-0.91926092,-0.01041388,0.90884704,0.691
"2104","RER1","hurdle",1.48532660947968e-74,-1.2472886,-0.2122707,1.0350179,0.691
"2017","PVRL4","hurdle",3.6968946883958e-106,-3.109012,-1.10907,1.999942,0.691
"1184","IARS2","hurdle",7.80037343219536e-62,-2.2304724,-0.7988086,1.4316638,0.691
"529","CMBL","hurdle",2.72540464591115e-89,-2.693277,-0.9032256,1.7900514,0.691
"370","CALML5","hurdle",1.47006427649569e-216,-3.0923669,0.1716636,3.2640305,0.691
"120","APH1A","hurdle",1.00491443982636e-60,-1.2411922,-0.2328603,1.0083319,0.691
"925","FBP1","hurdle",5.77547060416814e-83,-2.5434333,-0.8663412,1.6770921,0.69
"846","ERH","hurdle",3.24657843476928e-84,-0.2836434,0.468914,0.7525574,0.69
"757","DYNLT1","hurdle",1.61446331569175e-94,-0.4898245,0.3080911,0.7979156,0.69
"1892","PLPP5","hurdle",4.66996889388599e-54,-1.9567025,-0.6611508,1.2955517,0.689
"1455","MGP","hurdle",9.64833846769742e-70,0.68668,1.466432,0.779752,0.689
"2505","SYPL1","hurdle",8.4048479890587e-66,-0.84994085,0.06352314,0.91346399,0.688
"1479","MLF2","hurdle",2.06086204546328e-64,-1.0000971,-0.0763266,0.9237705,0.688
"527","CLU","hurdle",1.63636338320952e-83,-0.4339338,0.5618736,0.9958074,0.688
"161","ARRDC1","hurdle",5.01666791403643e-52,-2.0119266,-0.7046316,1.307295,0.688
"116","AP2S1","hurdle",6.11958294478164e-73,-0.9602329,-0.0391565,0.9210764,0.688
"1900","PNKD","hurdle",2.0899890261137e-62,-1.4003976,-0.3577629,1.0426347,0.687
"1813","PDXDC1","hurdle",1.88892036358427e-53,-1.9990118,-0.7172166,1.2817952,0.687
"1305","KRT10","hurdle",3.83918099427803e-75,-0.95234046,-0.02078952,0.93155094,0.687
"1089","HCFC1R1","hurdle",9.63408163347266e-67,-1.0365415,-0.1310474,0.9054941,0.687
"815","ENAH","hurdle",2.51964598007489e-69,-1.7602661,-0.4457738,1.3144923,0.687
"648","CYC1","hurdle",9.71326227350845e-75,-1.2237373,-0.2056696,1.0180677,0.687
"376","CANT1","hurdle",2.94923999037395e-89,-2.584722,-0.910101,1.674621,0.687
"228","BANF1","hurdle",7.01903531977702e-70,-0.6402181,0.180478,0.8206961,0.687
"2797","UFC1","hurdle",8.13691822337548e-85,-0.5701043,0.2276123,0.7977166,0.686
"2645","TMEM256","hurdle",4.02504580252221e-47,-1.4570358,-0.4139431,1.0430927,0.686
"2040","RAB13","hurdle",1.6674891055874e-63,-0.7315018,0.1331106,0.8646124,0.686
"1068","GTF2I","hurdle",1.24111840492466e-41,-1.382356,-0.3439887,1.0383673,0.686
"349","C7orf50","hurdle",7.91431796501899e-53,-1.5157606,-0.4637878,1.0519728,0.686
"304","C17orf58","hurdle",2.21136423974665e-67,-2.711986,-1.015543,1.696443,0.686
"2537","TCEA3","hurdle",4.04116785617218e-79,-2.4381251,-0.8535904,1.5845347,0.685
"1842","PGRMC1","hurdle",2.75144650076324e-49,-1.2728784,-0.2625666,1.0103118,0.685
"1440","MEAF6","hurdle",2.09204538026512e-66,-1.2464262,-0.2771662,0.96926,0.685
"1027","GOLM1","hurdle",7.75570141157897e-72,-2.5051959,-0.9251723,1.5800236,0.685
"695","DHRS2","hurdle",3.0313595239053e-164,-2.64758426,-0.06392254,2.58366172,0.685
"641","CXXC5","hurdle",1.15223069363905e-72,-2.2070406,-0.7900076,1.417033,0.685
"1738","NUPR1","hurdle",4.49505295158338e-62,-0.8013098,0.2092837,1.0105935,0.684
"200","ATP6V1F","hurdle",5.05188821642105e-84,-0.6060707,0.1906359,0.7967066,0.684
"196","ATP6V0E2","hurdle",1.01301335184854e-58,-2.456186,-0.9961,1.460086,0.684
"122","APLP2","hurdle",5.16754112869261e-66,-0.81918047,0.09002036,0.90920083,0.684
"2828","VAV3","hurdle",8.71547293212406e-72,-2.6715003,-0.9655184,1.7059819,0.683
"2280","SFT2D1","hurdle",1.21951450182122e-60,-1.5144664,-0.4433547,1.0711117,0.683
"2233","SCGB3A1","hurdle",1.98054512835981e-148,-2.777308,-0.517868,2.25944,0.683
"1416","MAP3K13","hurdle",2.9114601081265e-41,-1.6737319,-0.5634333,1.1102986,0.683
"1271","KDELR2","hurdle",9.38158693899196e-59,-0.93879184,0.07195091,1.01074275,0.683
"590","CRB3","hurdle",2.51831092556122e-80,-3.063978,-1.180739,1.883239,0.683
"2714","TRAPPC6A","hurdle",2.43417745254105e-51,-1.8383887,-0.6902501,1.1481386,0.682
"2288","SH3BGRL","hurdle",6.84559113197201e-65,-0.1531441,0.629001,0.7821451,0.682
"1927","POP7","hurdle",7.53336410395113e-48,-2.2697467,-0.9204757,1.349271,0.682
"1663","NDUFS6","hurdle",1.5803423101764e-64,-0.97778584,-0.06705785,0.91072799,0.682
"1270","KDELR1","hurdle",1.87709451471051e-67,-0.7052963,0.1645571,0.8698534,0.682
"752","DUSP4","hurdle",3.76168713525867e-87,-0.8215547,0.1170728,0.9386275,0.682
"2608","TMEM106B","hurdle",7.71917301176451e-49,-2.0024187,-0.7808247,1.221594,0.681
"2116","RHOD","hurdle",2.90063322648974e-56,-2.698502,-1.093876,1.604626,0.681
"1107","HIGD2A","hurdle",5.83376781810284e-88,-0.5435437,0.2406203,0.784164,0.681
"613","CSTB","hurdle",1.98923145494465e-65,-0.3074655,0.4456974,0.7531629,0.681
"257","BMPR1B","hurdle",9.41292077717608e-160,-3.1827754,-0.8227478,2.3600276,0.681
"235","BCAS4","hurdle",6.03818138849443e-63,-2.813152,-1.19228,1.620872,0.681
"2609","TMEM106C","hurdle",8.1537715156886e-51,-2.0222641,-0.7841455,1.2381186,0.68
"2540","TCEAL4","hurdle",4.25133340898675e-56,-1.0076072,-0.1104037,0.8972035,0.68
"2358","SLC44A4","hurdle",7.71648543073291e-73,-2.993388,-1.173159,1.820229,0.68
"2298","SHROOM3","hurdle",2.06553394004758e-65,-2.822558,-1.097337,1.725221,0.68
"1286","KIF22","hurdle",9.48942446553191e-54,-2.2465249,-0.8132073,1.4333176,0.68
"469","CERS6","hurdle",1.69826669431667e-57,-2.674847,-1.051276,1.623571,0.68
"140","ARFIP2","hurdle",3.50691015223975e-53,-2.3315322,-0.9376285,1.3939037,0.68
"1339","LINC00493","hurdle",2.88475302941177e-57,-0.9576645,-0.110563,0.8471015,0.679
"795","EIF3H","hurdle",1.1639537702797e-72,-0.083997,0.6283281,0.7123251,0.679
"716","DNAJC1","hurdle",1.40515663652452e-60,-1.3875748,-0.3144619,1.0731129,0.679
"497","CHPT1","hurdle",2.67624260725587e-113,-2.2214225,-0.5403639,1.6810586,0.679
"422","CCDC64B","hurdle",1.23139395209068e-73,-3.020314,-1.212598,1.807716,0.679
"419","CCDC57","hurdle",4.06568756382808e-59,-2.514384,-1.042554,1.47183,0.679
"77","AKAP9","hurdle",2.20413519201211e-54,-0.77682487,0.05746638,0.83429125,0.679
"2768","UAP1","hurdle",1.99980786522636e-47,-1.8201112,-0.6450617,1.1750495,0.678
"2381","SMIM15","hurdle",4.47230799612762e-46,-2.1257406,-0.8552615,1.2704791,0.678
"2048","RAB27B","hurdle",5.26919529157323e-77,-2.963909,-1.176427,1.787482,0.678
"1647","NDUFAF3","hurdle",9.07216275898555e-42,-1.0176816,-0.1258526,0.891829,0.678
"1242","ISOC2","hurdle",8.13515768771623e-47,-2.072009,-0.821255,1.250754,0.678
"1024","GNPTG","hurdle",1.97228309577823e-50,-1.662833,-0.536266,1.126567,0.678
"977","GALNT6","hurdle",2.06205719177362e-68,-2.6960095,-0.9995842,1.6964253,0.678
"190","ATP5H","hurdle",2.38948277214243e-62,-0.540538,0.2697263,0.8102643,0.678
"2469","STC2","hurdle",1.05383120937851e-122,-2.1433931,-0.1368037,2.0065894,0.677
"1854","PHPT1","hurdle",4.07883992660487e-60,-0.8235862,0.0499504,0.8735366,0.677
"672","DCTPP1","hurdle",2.5892014138964e-52,-2.0462861,-0.7835593,1.2627268,0.677
"2480","STUB1","hurdle",6.31629228199698e-60,-1.3563848,-0.3680329,0.9883519,0.676
"2443","SREBF1","hurdle",2.1372984663032e-71,-2.8078365,-0.9730378,1.8347987,0.676
"1916","POLR2I","hurdle",5.60722367104278e-65,-1.3981728,-0.3977287,1.0004441,0.676
"1161","HPN","hurdle",1.98052972949104e-68,-3.060276,-1.263199,1.797077,0.676
"891","FAM162A","hurdle",1.54928610363644e-42,-1.3676475,-0.3668146,1.0008329,0.676
"642","CYB561","hurdle",1.20663531994802e-52,-2.3689175,-0.9667904,1.4021271,0.676
"2533","TC2N","hurdle",1.37385435748589e-70,-1.9812581,-0.7129661,1.268292,0.675
"2412","SOX9","hurdle",3.36936637784156e-82,-2.6808454,-0.8359948,1.8448506,0.675
"2008","PTPRF","hurdle",4.14200123284219e-41,-2.453995,-1.004373,1.449622,0.675
"1668","NDUFV3","hurdle",1.73362655607124e-40,-2.102363,-0.8613185,1.2410445,0.675
"1054","GRINA","hurdle",1.47736522908365e-51,-1.1847125,-0.2597395,0.924973,0.675
"519","CLN3","hurdle",1.59681303570639e-45,-2.2445107,-0.9285444,1.3159663,0.675
"448","CDH1","hurdle",6.26709935405641e-54,-2.758606,-1.131216,1.62739,0.675
"344","C6orf1","hurdle",5.89300277500285e-49,-1.9658949,-0.7764784,1.1894165,0.675
"2762","TXN","hurdle",7.06795905364773e-81,0.03040203,0.69472771,0.66432568,0.674
"2228","SCD","hurdle",4.37131969554689e-94,-2.9937098,-0.9875226,2.0061872,0.674
"1540","MRPS12","hurdle",1.53462550165833e-48,-1.9038018,-0.7853252,1.1184766,0.674
"1392","LYPD3","hurdle",1.11907746604702e-51,-2.718954,-1.118215,1.600739,0.674
"1357","LMTK3","hurdle",7.00568217245945e-117,-3.162644,-1.104036,2.058608,0.674
"808","ELP2","hurdle",6.81592121381855e-72,-1.9410157,-0.5598685,1.3811472,0.674
"750","DUSP23","hurdle",8.39164934118342e-63,-0.9399256,-0.1571997,0.7827259,0.674
"297","C15orf48","hurdle",6.50586036731176e-112,-2.3394931,-0.3805846,1.9589085,0.674
"2604","TMED4","hurdle",2.30497483850605e-48,-1.4572559,-0.4747341,0.9825218,0.673
"1833","PFDN2","hurdle",3.25211683527229e-44,-1.0344623,-0.1969464,0.8375159,0.673
"1701","NPDC1","hurdle",7.40153556449963e-147,-0.6473449,0.07558747,0.72293237,0.673
"1485","MMP24-AS1","hurdle",1.04088969050719e-81,-2.0799467,-0.7056261,1.3743206,0.673
"845","ERGIC3","hurdle",9.19406745217796e-73,-0.77784703,0.08697313,0.86482016,0.673
"295","C14orf2","hurdle",3.66146704043623e-73,-0.5676817,0.1848076,0.7524893,0.673
"2950","ZNF706","hurdle",3.2197614797784e-66,-0.796417671,0.004222195,0.800639866,0.672
"2935","ZNF552","hurdle",1.39031833530211e-60,-2.991259,-1.168136,1.823123,0.672
"2826","VAPA","hurdle",2.74833461048052e-61,-0.5226133,0.2085765,0.7311898,0.672
"1230","IP6K2","hurdle",9.20497048455513e-35,-1.7737464,-0.6926821,1.0810643,0.672
"790","EIF2AK1","hurdle",2.03134487113115e-51,-2.1885616,-0.9062223,1.2823393,0.672
"2851","WASL","hurdle",2.77854884104605e-43,-1.8273229,-0.6711184,1.1562045,0.671
"1721","NT5C","hurdle",1.26360795609083e-40,-1.6407427,-0.6119807,1.028762,0.671
"1609","NAA20","hurdle",2.35693410274881e-50,-1.4870153,-0.4829401,1.0040752,0.671
"1341","LINC00657","hurdle",1.4118880043583e-45,-1.2181882,-0.2900823,0.9281059,0.671
"1087","HAGHL","hurdle",1.91770748067896e-73,-2.997548,-1.21706,1.780488,0.671
"738","DRAP1","hurdle",3.34245555611812e-59,-0.84133075,-0.04961222,0.79171853,0.671
"575","COX17","hurdle",4.32008204627401e-57,-1.0214545,-0.1171168,0.9043377,0.671
"151","ARL1","hurdle",9.10375441991932e-43,-1.6449259,-0.5871135,1.0578124,0.671
"138","ARFGEF3","hurdle",2.20704063325707e-55,-2.798254,-1.209704,1.58855,0.671
"2016","PVRL2","hurdle",1.36209187436473e-60,-1.2654947,-0.2813678,0.9841269,0.67
"1989","PSENEN","hurdle",2.79288891263072e-74,-2.0532887,-0.7470377,1.306251,0.67
"1693","NMRAL1","hurdle",1.06474973493614e-32,-2.1371991,-0.9501448,1.1870543,0.67
"1648","NDUFAF6","hurdle",9.60677181141835e-66,-2.633073,-1.139533,1.49354,0.67
"1296","KLHDC9","hurdle",8.62605357762822e-65,-3.045091,-1.294866,1.750225,0.67
"1188","IDH2","hurdle",1.44492391023421e-36,-1.6911992,-0.6385265,1.0526727,0.67
"989","GDF15","hurdle",4.08443270316507e-106,-2.8800009,-0.5996923,2.2803086,0.67
"867","EZR","hurdle",1.17713787302312e-123,-0.3774603,0.3290516,0.7065119,0.67
"214","AZIN1","hurdle",2.55543946940912e-35,-1.6993325,-0.6709741,1.0283584,0.67
"40","ACP1","hurdle",6.41347011912835e-57,-1.248629,-0.3983042,0.8503248,0.67
"2747","TTC3","hurdle",4.5047719449831e-56,-0.9247085,-0.1077987,0.8169098,0.669
"2394","SNAPIN","hurdle",8.38854434367006e-45,-2.0812291,-0.8721396,1.2090895,0.669
"1689","NME2","hurdle",3.03648664436364e-90,-1.034393,0.1042707,1.1386637,0.669
"1110","HINT2","hurdle",2.94415093646539e-44,-1.7997294,-0.7145595,1.0851699,0.669
"500","CIB1","hurdle",3.9019570630905e-62,-0.787607917,-0.001673418,0.785934499,0.669
"433","CCT3","hurdle",1.61711424096199e-68,-0.83922528,-0.05183791,0.78738737,0.669
"2450","SRSF1","hurdle",2.59903665345825e-42,-1.421499,-0.509987,0.911512,0.668
"1687","NIT2","hurdle",2.96177043742927e-32,-2.0821428,-0.9235186,1.1586242,0.668
"1431","MBOAT2","hurdle",5.63484447097937e-76,-2.785265,-1.088126,1.697139,0.668
"1009","GLO1","hurdle",2.28919133240846e-52,-1.6512611,-0.5800549,1.0712062,0.668
"154","ARL6IP1","hurdle",2.72369646513905e-78,-0.74127071,0.03893857,0.78020928,0.668
"2777","UBE2I","hurdle",8.25574996081809e-54,-0.9210114,-0.1493765,0.7716349,0.667
"2745","TSTA3","hurdle",6.23013038106094e-42,-2.0658775,-0.8759814,1.1898961,0.667
"2442","SRD5A3","hurdle",1.02584230207556e-62,-2.445728,-1.015612,1.430116,0.667
"1915","POLR2H","hurdle",8.59988410152375e-38,-1.770667,-0.732438,1.038229,0.667
"1882","PLA2G12A","hurdle",4.50415922497164e-36,-2.373066,-1.057261,1.315805,0.667
"1512","MRPL20","hurdle",4.86476123765518e-56,-0.9715114,-0.1418955,0.8296159,0.667
"1240","ISCA2","hurdle",2.03295748201224e-40,-2.453246,-1.109413,1.343833,0.667
"1168","HSBP1L1","hurdle",4.31604456458231e-45,-2.3590293,-0.9819939,1.3770354,0.667
"1086","HAGH","hurdle",1.81881302563207e-49,-1.9279581,-0.7981935,1.1297646,0.667
"1020","GNG5","hurdle",1.08570481850793e-55,-0.1824244,0.4848083,0.6672327,0.667
"778","EFHC1","hurdle",5.11277130833108e-40,-2.3089745,-0.9743323,1.3346422,0.667
"580","COX6B1","hurdle",5.8592270815945e-66,0.07769652,0.65988951,0.58219299,0.667
"484","CHCHD1","hurdle",2.62277296594344e-36,-1.9566911,-0.8482966,1.1083945,0.667
"470","CETN2","hurdle",1.51331429784045e-35,-2.314367,-1.029528,1.284839,0.667
"284","BZW2","hurdle",6.80295853629287e-53,-1.8777267,-0.6514187,1.226308,0.667
"2628","TMEM167A","hurdle",4.88885963250131e-47,-1.3569518,-0.5160167,0.8409351,0.666
"2352","SLC39A4","hurdle",7.80486228121051e-72,-2.5621201,-0.9966486,1.5654715,0.666
"2062","RABAC1","hurdle",3.82301495771303e-63,-0.259461,0.4347364,0.6941974,0.666
"2013","PTRHD1","hurdle",2.21728022990792e-35,-1.8119319,-0.7762187,1.0357132,0.666
"1862","PIGP","hurdle",3.38960558212979e-39,-1.9063443,-0.8272431,1.0791012,0.666
"1839","PGLS","hurdle",4.36089588407136e-48,-1.0063608,-0.1688133,0.8375475,0.666
"1785","PARP1","hurdle",5.27851452869538e-43,-1.4658127,-0.5168769,0.9489358,0.666
"1048","GRB7","hurdle",1.09290545770253e-62,-2.891174,-1.176286,1.714888,0.666
"577","COX5A","hurdle",3.80587408833117e-65,-0.6082323,0.124571,0.7328033,0.666
"2626","TMEM160","hurdle",4.97579101888751e-39,-1.598176,-0.614319,0.983857,0.665
"1727","NUBP2","hurdle",7.94607759480948e-36,-2.0110275,-0.8758812,1.1351463,0.665
"1532","MRPL51","hurdle",6.78117171649537e-57,-0.8908358,-0.1160154,0.7748204,0.665
"1521","MRPL36","hurdle",2.38703854934954e-46,-1.8610629,-0.7601516,1.1009113,0.665
"1153","HOXB2","hurdle",6.62723651259393e-74,-2.1347213,-0.6913009,1.4434204,0.665
"679","DDRGK1","hurdle",1.03209529926142e-47,-1.420408,-0.4755722,0.9448358,0.665
"538","CNOT7","hurdle",1.70749521334993e-69,-1.62636,-0.474129,1.152231,0.665
"131","ARF1","hurdle",5.17963587164985e-59,-0.1274124,0.5140087,0.6414211,0.665
"2800","UHMK1","hurdle",2.40641966296128e-32,-1.9077252,-0.8566026,1.0511226,0.664
"2129","RNASET2","hurdle",3.98308840215804e-57,-1.343196,-0.3901877,0.9530083,0.664
"2063","RABEP1","hurdle",3.92709087919614e-41,-2.034896,-0.9019104,1.1329856,0.664
"1975","PRR15","hurdle",1.11387026423581e-64,-3.085369,-1.34832,1.737049,0.664
"1773","P4HTM","hurdle",8.93722750645912e-42,-2.2789016,-0.9964802,1.2824214,0.664
"1167","HSBP1","hurdle",8.32433325351882e-47,-0.67849818,0.07131486,0.74981304,0.664
"574","COX16","hurdle",6.77253916192874e-54,-2.0840906,-0.8206349,1.2634557,0.664
"2907","ZFAND6","hurdle",5.58897451497714e-32,-1.5050073,-0.6027955,0.9022118,0.663
"2776","UBE2H","hurdle",1.00787325003176e-40,-1.7857005,-0.7449814,1.0407191,0.663
"1728","NUCB2","hurdle",1.92194947588502e-44,-1.099432,-0.208761,0.890671,0.663
"1550","MRPS30","hurdle",8.45320620290815e-82,-2.1735672,-0.5176605,1.6559067,0.663
"1268","KCTD3","hurdle",7.9327247904732e-47,-2.671346,-1.190613,1.480733,0.663
"646","CYB5R1","hurdle",3.05546520403417e-41,-1.9841117,-0.8691016,1.1150101,0.663
"2503","SYNE4","hurdle",1.18437555108756e-53,-3.099572,-1.450512,1.64906,0.662
"2379","SMIM1","hurdle",2.44130642461581e-56,-3.116496,-1.40927,1.707226,0.662
"2258","SEC61G","hurdle",2.2190696951828e-42,-0.3105654,0.3633776,0.673943,0.662
"1653","NDUFB3","hurdle",1.29752973516856e-37,-1.3085581,-0.4118575,0.8967006,0.662
"1553","MRPS35","hurdle",3.63001167476815e-34,-1.9533057,-0.8795721,1.0737336,0.662
"1429","MAZ","hurdle",1.84310546541379e-35,-2.0715923,-0.9357642,1.1358281,0.662
"732","DPM3","hurdle",5.20671014585378e-37,-1.7258693,-0.6639373,1.061932,0.662
"2675","TMEM9B","hurdle",3.82966275879899e-40,-1.6823489,-0.7463903,0.9359586,0.661
"2532","TBX3","hurdle",8.01763743389127e-52,-2.395383,-1.018281,1.377102,0.661
"2454","SSFA2","hurdle",6.38292170450187e-81,-2.0166383,-0.5490623,1.467576,0.661
"2180","RPL26L1","hurdle",6.9322274125993e-43,-1.9214068,-0.8277124,1.0936944,0.661
"2178","RPA3","hurdle",7.247364413557e-45,-1.7385939,-0.7508198,0.9877741,0.661
"1144","HNRNPF","hurdle",4.23710623880625e-55,-0.4878738,0.2067299,0.6946037,0.661
"1096","HDLBP","hurdle",3.01908623252455e-38,-1.223607,-0.3909862,0.8326208,0.661
"765","EBLN3","hurdle",1.32240927761778e-41,-1.9703127,-0.8448476,1.1254651,0.661
"377","CANX","hurdle",1.83590016862529e-50,-0.72850364,0.01466011,0.74316375,0.661
"58","ADSS","hurdle",8.4852353812767e-39,-1.7959481,-0.7592362,1.0367119,0.661
"2557","TFF1","hurdle",4.85204222669792e-130,-2.8874481,-0.3391796,2.5482685,0.66
"2274","SERTAD3","hurdle",9.77589583980303e-39,-1.901932,-0.7800705,1.1218615,0.66
"1976","PRR15L","hurdle",3.66845452454611e-82,-3.171056,-1.315511,1.855545,0.66
"1826","PEX11B","hurdle",9.07524385130216e-49,-2.702615,-1.220888,1.481727,0.66
"1185","ICA1","hurdle",7.93162309869694e-42,-1.8006433,-0.7988413,1.001802,0.66
"993","GFER","hurdle",1.0529587700217e-23,-2.34531,-1.15304,1.19227,0.66
"848","ERLEC1","hurdle",3.67610923956085e-35,-1.5381206,-0.5865452,0.9515754,0.66
"576","COX20","hurdle",1.09999405289977e-32,-1.5898634,-0.6264878,0.9633756,0.66
"545","COA6","hurdle",6.71872512627574e-32,-2.199398,-1.012304,1.187094,0.66
