"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.Normal_Epithelial","log2fold_change","Auc"
"1491","WDR61","hurdle",0.00860610543154163,-1.594496,-1.068204,0.526292,0.593
"1427","TSC22D4","hurdle",0.000429444632831062,-1.777566,-1.143037,0.634529,0.593
"1338","TBC1D8","hurdle",1.31116709103991e-10,-2.499953,-1.412726,1.087227,0.593
"1050","PSMG1","hurdle",1.00446228459636e-06,-2.292071,-1.421623,0.870448,0.593
"846","MYH11","hurdle",4.02375299203141e-15,-2.0742244,-0.7918524,1.282372,0.593
"821","MRPS35","hurdle",0.000825009335158185,-1.57037,-1.010867,0.559503,0.593
"567","HDHD3","hurdle",1.36873276616234e-06,-2.327169,-1.493257,0.833912,0.593
"348","DNAJC3","hurdle",0.000213562705281453,-1.4190548,-0.8614821,0.5575727,0.593
"174","CAB39L","hurdle",0.000892206963117923,-2.831244,-1.855194,0.97605,0.593
"1330","SYTL1","hurdle",4.20992262843337e-05,-2.139788,-1.448343,0.691445,0.592
"1284","SORBS2","hurdle",2.74963989574496e-10,-1.60422,-1.062461,0.541759,0.592
"1202","SERPINA3.1","hurdle",4.87420427193646e-16,-3.024712,-1.652367,1.372345,0.592
"1175","SBSPON","hurdle",9.02526217930024e-14,-2.855712,-1.59649,1.259222,0.592
"1048","PSMD3","hurdle",0.000414330568176519,-1.5521615,-0.9717546,0.5804069,0.592
"839","MUCL1","hurdle",2.03016207852497e-07,-1.2870407,-0.2958835,0.9911572,0.592
"797","MFSD10","hurdle",0.000118342845038286,-1.3285564,-0.8212077,0.5073487,0.592
"785","MDFI","hurdle",6.90242913686286e-06,-2.934312,-1.87609,1.058222,0.592
"586","HPS1","hurdle",0.0195094602827489,-2.037776,-1.453772,0.584004,0.592
"569","HEXIM1","hurdle",2.4666567429154e-07,-1.2211406,-0.6469216,0.574219,0.592
"429","ERI3","hurdle",2.75120181536903e-05,-2.11855,-1.336846,0.781704,0.592
"2","AAMDC","hurdle",0.0292728735940074,-1.631939,-1.07936,0.552579,0.592
"1520","ZCCHC11","hurdle",0.00215664396932132,-2.062031,-1.460389,0.601642,0.591
"1420","TRIM56","hurdle",9.02467775251248e-06,-1.834741,-1.188095,0.646646,0.591
"1278","SNX1","hurdle",3.62564751049474e-07,-1.836023,-1.168825,0.667198,0.591
"1170","SARS","hurdle",9.66276586881323e-06,-1.4928219,-0.8965824,0.5962395,0.591
"1088","RBFOX2","hurdle",0.0292751962525662,-2.218314,-1.492638,0.725676,0.591
"1036","PROM1","hurdle",1.03672830179471e-14,-3.286724,-1.94651,1.340214,0.591
"855","MYO9A","hurdle",0.000144852721283911,-2.273964,-1.548803,0.725161,0.591
"748","LTA4H","hurdle",2.41588936385556e-05,-1.810988,-1.18406,0.626928,0.591
"554","GTF2F1","hurdle",0.000450638202865576,-1.748064,-1.14893,0.599134,0.591
"531","GPM6B","hurdle",5.96414292237185e-10,-2.469437,-1.433131,1.036306,0.591
"447","FAM129A","hurdle",4.74539739231197e-07,-1.5882292,-0.9444753,0.6437539,0.591
"372","ECHDC3","hurdle",1.01649621524537e-12,-2.998862,-1.79489,1.203972,0.591
"158","C11orf1","hurdle",1.39008100659058e-05,-1.894981,-1.167386,0.727595,0.591
"81","APOE","hurdle",9.1935691791455e-13,-1.17429,-0.5107133,0.6635767,0.591
"1429","TSEN34","hurdle",0.00217279477002586,-1.3624889,-0.8611532,0.5013357,0.59
"1351","TEAD3","hurdle",4.10122174226673e-10,-2.793853,-1.713824,1.080029,0.59
"1262","SMARCA2","hurdle",2.79097150564361e-05,-1.744555,-1.18975,0.554805,0.59
"1255","SLC4A7","hurdle",1.26446490539715e-07,-1.78067,-1.161077,0.619593,0.59
"1111","RND3","hurdle",0.000126116522974113,-2.161842,-1.355986,0.805856,0.59
"1096","RELA","hurdle",0.00659323630395471,-1.875185,-1.246144,0.629041,0.59
"1002","PMVK","hurdle",0.0014362244711638,-1.2359383,-0.7137862,0.5221521,0.59
"819","MRPS18B","hurdle",2.6008236621699e-05,-1.499274,-0.976803,0.522471,0.59
"806","MLF1","hurdle",0.00652783774811604,-1.699692,-1.074243,0.625449,0.59
"550","GSTM2","hurdle",4.84796376894121e-10,-2.816934,-1.719422,1.097512,0.59
"422","EPHX2","hurdle",0.00119739852485448,-2.26998,-1.462075,0.807905,0.59
"313","CYP27A1","hurdle",3.97020611713843e-06,-2.265482,-1.380193,0.885289,0.59
"193","CBX5","hurdle",0.000609110081873966,-2.00123,-1.355344,0.645886,0.59
"119","ATXN7L3B","hurdle",8.90240245385711e-05,-2.137166,-1.341217,0.795949,0.59
"1369","THRB","hurdle",6.94377327961149e-09,-2.751843,-1.745185,1.006658,0.589
"1155","RTCB","hurdle",1.44386010058971e-05,-1.799178,-1.176732,0.622446,0.589
"1124","RP11-1000B6.3","hurdle",0.00396721281480654,-2.322172,-1.544153,0.778019,0.589
"1119","RNPEP","hurdle",9.91756918855024e-05,-1.84557,-1.137755,0.707815,0.589
"1049","PSMD6","hurdle",0.00364094451577844,-1.675169,-1.131397,0.543772,0.589
"1030","PRKCI","hurdle",0.00214587144132599,-2.338319,-1.602803,0.735516,0.589
"935","PARVA","hurdle",0.00320619717434818,-2.027476,-1.331541,0.695935,0.589
"895","NOLC1","hurdle",2.04485609659637e-07,-1.798091,-1.126079,0.672012,0.589
"818","MRPL3","hurdle",0.00273895824307615,-1.426295,-0.914787,0.511508,0.589
"794","METTL7A","hurdle",7.51249733981428e-06,-2.358472,-1.491183,0.867289,0.589
"731","LMBRD1","hurdle",1.50537356456946e-06,-1.689867,-1.108109,0.581758,0.589
"689","KMT2A","hurdle",4.43042663084075e-06,-1.522605,-1.000753,0.521852,0.589
"580","HNRNPAB","hurdle",0.0011516591290456,-1.1995715,-0.6962585,0.503313,0.589
"455","FAM63B","hurdle",1.84504964796745e-05,-1.765056,-1.070884,0.694172,0.589
"254","CITED4","hurdle",1.11789779085525e-08,-2.955026,-1.886886,1.06814,0.589
"239","CHD6","hurdle",0.000246205474268471,-1.667302,-1.084726,0.582576,0.589
"198","CCDC34","hurdle",1.30954715075553e-05,-2.406761,-1.562386,0.844375,0.589
"79","APEH","hurdle",0.00165056582429188,-2.132084,-1.451006,0.681078,0.589
"25","ACYP2","hurdle",0.00232202796118844,-2.202568,-1.502511,0.700057,0.589
"1308","SSRP1","hurdle",0.00169749778228434,-1.75148,-1.115374,0.636106,0.588
"1095","REEP6","hurdle",2.09565583738975e-05,-1.974736,-1.226555,0.748181,0.588
"1024","PPP1R1B","hurdle",0.000217097327034902,-2.045361,-1.308634,0.736727,0.588
"1006","POLD2","hurdle",0.00859377536745684,-1.71238,-1.106183,0.606197,0.588
"850","MYLIP","hurdle",1.53700065373849e-05,-1.1663903,-0.6314224,0.5349679,0.588
"782","MBTPS1","hurdle",3.2173113618243e-05,-2.07192,-1.31435,0.75757,0.588
"717","LDOC1","hurdle",0.018662961032886,-1.894034,-1.319373,0.574661,0.588
"709","LAMC2","hurdle",4.04797314287799e-21,-3.190639,-1.729469,1.46117,0.588
"625","IQGAP2","hurdle",1.87785363825491e-06,-1.975264,-1.259538,0.715726,0.588
"618","INADL","hurdle",1.16872140291798e-05,-2.233126,-1.446534,0.786592,0.588
"609","IGF1R","hurdle",0.00130677906580845,-2.265537,-1.504327,0.76121,0.588
"603","IDH2","hurdle",4.31931214719888e-08,-1.318821,-0.7555459,0.5632751,0.588
"535","GPS1","hurdle",0.00565788078091174,-1.72294,-1.116205,0.606735,0.588
"463","FBP1","hurdle",4.13479150888282e-12,-1.8693039,-0.9742802,0.8950237,0.588
"272","CNKSR1","hurdle",2.49379177875682e-06,-2.751037,-1.832885,0.918152,0.588
"228","CDKN2AIP","hurdle",0.000501222849010704,-1.877429,-1.228755,0.648674,0.588
"133","BBX","hurdle",1.89042040727817e-05,-1.0838231,-0.5834074,0.5004157,0.588
"1543","ZNF593","hurdle",4.28354871064601e-07,-1.3851127,-0.8544719,0.5306408,0.587
"1498","WIPI2","hurdle",7.88679124552944e-05,-1.833758,-1.246412,0.587346,0.587
"1403","TOMM40","hurdle",0.00635207999101237,-1.918506,-1.307528,0.610978,0.587
"1282","SOCS2","hurdle",1.31291961695166e-10,-1.8937539,-0.9369003,0.9568536,0.587
"1156","RTF1","hurdle",0.00801229393020596,-1.3488001,-0.8212515,0.5275486,0.587
"1087","RBBP8","hurdle",7.47106314849414e-09,-2.459369,-1.480874,0.978495,0.587
"928","PAF1","hurdle",0.0214862351493682,-1.754896,-1.161808,0.593088,0.587
"796","MFSD1","hurdle",0.00451505520107975,-1.761334,-1.197509,0.563825,0.587
"628","IRS1","hurdle",1.13521587607257e-07,-2.607395,-1.62471,0.982685,0.587
"344","DMD","hurdle",1.69674877328065e-08,-2.869526,-1.726852,1.142674,0.587
"332","DHCR24","hurdle",1.39994201971417e-07,-1.840855,-1.0283,0.812555,0.587
"234","CES1","hurdle",8.17632496239849e-21,-3.076493,-1.612881,1.463612,0.587
"152","BSDC1","hurdle",0.0046941779476577,-1.882385,-1.315918,0.566467,0.587
"125","BAG1","hurdle",5.46021322000366e-05,-1.082877,-0.576552,0.506325,0.587
"41","AHI1","hurdle",0.000457176358914866,-1.788022,-1.187833,0.600189,0.587
"1303","SRSF8","hurdle",0.0291940970837689,-1.826476,-1.245972,0.580504,0.586
"1237","SLC25A1","hurdle",0.00385685853500952,-1.812685,-1.169388,0.643297,0.586
"1190","SEC63","hurdle",0.0142894139222635,-1.5244737,-0.9972175,0.5272562,0.586
"1070","R3HDM4","hurdle",7.98521132941788e-05,-1.993812,-1.382863,0.610949,0.586
"1027","PPP2R4","hurdle",2.50885828687643e-05,-1.900655,-1.276375,0.62428,0.586
"988","PLEKHA5","hurdle",2.34758948170629e-07,-2.359877,-1.465765,0.894112,0.586
"779","MARVELD3","hurdle",7.51436043399751e-10,-2.923123,-1.81703,1.106093,0.586
"489","FOXP4","hurdle",5.38952587866643e-05,-2.850438,-1.906105,0.944333,0.586
"1481","VWA5A","hurdle",5.16950410308646e-05,-2.931814,-2.021005,0.910809,0.585
"1355","TF","hurdle",7.56014892943222e-29,-3.296475,-1.754269,1.542206,0.585
"915","OGFRL1","hurdle",7.38103794412092e-07,-2.488758,-1.586502,0.902256,0.585
"865","NCOA7","hurdle",6.27275004840797e-06,-1.6903765,-0.9793681,0.7110084,0.585
"820","MRPS2","hurdle",0.0138601737889692,-2.199639,-1.581943,0.617696,0.585
"648","KATNBL1","hurdle",0.000431417627098143,-1.831487,-1.26502,0.566467,0.585
"597","HSPBP1","hurdle",0.00023871305806337,-2.187117,-1.512439,0.674678,0.585
"425","ERBB3","hurdle",0.00227342037878294,-1.709416,-1.086799,0.622617,0.585
"417","EPB41L4A-AS1","hurdle",5.99406256759743e-07,-1.4336708,-0.7983633,0.6353075,0.585
"256","CLDN11","hurdle",6.32487024789346e-20,-2.925542,-1.516211,1.409331,0.585
"204","CCNB1IP1","hurdle",0.000143632031570805,-2.24747,-1.597153,0.650317,0.585
"1521","ZCCHC17","hurdle",0.00545777628755193,-1.965149,-1.340782,0.624367,0.584
"1191","SECISBP2L","hurdle",3.45090874057048e-05,-2.06133,-1.410843,0.650487,0.584
"1165","S100B","hurdle",7.72963311400894e-22,-3.228715,-1.84548,1.383235,0.584
"1114","RNF167","hurdle",0.000174150693559814,-1.375889,-0.8699998,0.5058892,0.584
"1038","PRPF19","hurdle",0.0195176370834341,-1.957896,-1.339284,0.618612,0.584
"921","OXTR","hurdle",2.84181860321845e-44,-3.197176,-1.153012,2.044164,0.584
"716","LDLR","hurdle",6.10567139858269e-07,-1.7477293,-0.9904756,0.7572537,0.584
"543","GRHPR","hurdle",0.0136404248666652,-1.544917,-1.005604,0.539313,0.584
"130","BAZ2B","hurdle",1.40014955568424e-05,-1.731789,-1.161809,0.56998,0.584
"71","ANTXR1","hurdle",0.000107032407432337,-2.433863,-1.547694,0.886169,0.584
"1531","ZNF22","hurdle",0.000454456552922451,-1.751139,-1.203705,0.547434,0.583
"1478","VSIG2","hurdle",1.35523015644818e-07,-2.964992,-1.935138,1.029854,0.583
"1435","TTC17","hurdle",0.0134955247242847,-1.806786,-1.278424,0.528362,0.583
"1273","SNCG","hurdle",8.79759811805378e-07,-1.486147,-0.6956468,0.7905002,0.583
"1251","SLC35B2","hurdle",0.000178362934943236,-2.219007,-1.53383,0.685177,0.583
"955","PEPD","hurdle",0.00308292433935666,-1.824484,-1.226971,0.597513,0.583
"690","KRCC1","hurdle",0.00566956911068278,-1.597899,-1.085179,0.51272,0.583
"521","GNG12","hurdle",0.0106740913910167,-1.98192,-1.377632,0.604288,0.583
"491","FTO","hurdle",5.49641196376198e-14,-2.647205,-1.499938,1.147267,0.583
"445","FAM102A","hurdle",0.00123278805672376,-1.738959,-1.190807,0.548152,0.583
"341","DLG5","hurdle",6.02697578266009e-07,-2.677498,-1.622754,1.054744,0.583
"288","CRABP1","hurdle",1.63629021528432e-17,-3.094851,-1.650126,1.444725,0.583
"243","CHI3L2","hurdle",1.82425499752462e-15,-3.14905,-1.876383,1.272667,0.583
"241","CHDH","hurdle",1.29931014076096e-07,-2.801412,-1.813567,0.987845,0.583
"197","CCDC25","hurdle",0.00010698283600341,-1.721496,-1.1505,0.570996,0.583
"129","BATF","hurdle",3.19997819113037e-08,-1.7544173,-0.9040994,0.8503179,0.583
"110","ATL1","hurdle",3.7419342898585e-08,-2.962224,-1.910731,1.051493,0.583
"105","ASMTL","hurdle",0.000218310033432119,-2.28474,-1.536742,0.747998,0.583
"1411","TPTEP1","hurdle",0.00149671384143282,-2.726023,-1.867621,0.858402,0.582
"1382","TMC5","hurdle",3.59664143661758e-12,-2.155062,-1.130094,1.024968,0.582
"1333","TADA3","hurdle",0.0137233929368455,-1.524095,-1.022974,0.501121,0.582
"1267","SMC1A","hurdle",0.00364695508292335,-1.812273,-1.224839,0.587434,0.582
